date,standard_index_nonparametric
2005-01-01,0.6293134513131327
2005-02-01,0.7070911613346768
2005-03-01,0.7070911613346768
2005-04-01,0.4151839393018655
2005-05-01,0.7070911613346768
2005-06-01,1.0781253499132781
2005-07-01,1.1968673980543945
2005-08-01,1.1968673980543945
2005-09-01,-0.093132509902762
2005-10-01,-0.21887147111503547
2005-11-01,-0.9728954336959409
2005-12-01,0.21887147111503524
2006-01-01,0.5551774750528373
2006-02-01,0.5551774750528373
2006-03-01,0.6293134513131327
2006-04-01,1.335388348483105
2006-05-01,2.1318229642538755
2006-06-01,1.7359295623861226
2006-07-01,0.09313250990276134
2006-08-01,-0.15567612160303113
2006-09-01,-0.030992626726090267
2006-10-01,0.21887147111503524
2006-11-01,-0.15567612160303113
2006-12-01,-0.2829853316980733
2007-01-01,-0.8774577368523062
2007-02-01,-0.2829853316980733
2007-03-01,-0.7894077433740978
2007-04-01,-0.4151839393018659
2007-05-01,-0.9728954336959409
2007-06-01,-0.34831194439842594
2007-07-01,-0.2829853316980733
2007-08-01,0.21887147111503524
2007-09-01,0.9728954336959409
2007-10-01,0.7070911613346768
2007-11-01,-0.030992626726090267
2007-12-01,-0.4151839393018659
2008-01-01,0.15567612160303024
2008-02-01,0.28298533169807283
2008-03-01,-0.093132509902762
2008-04-01,-1.3353883484831062
2008-05-01,-1.3353883484831062
2008-06-01,-0.7070911613346773
2008-07-01,-0.030992626726090267
2008-08-01,-0.21887147111503547
2008-09-01,-0.4151839393018659
2008-10-01,-0.6293134513131331
2008-11-01,-0.6293134513131331
2008-12-01,-0.7070911613346773
2009-01-01,-0.48398663359034066
2009-02-01,-0.030992626726090267
2009-03-01,0.030992626726089822
2009-04-01,-0.2829853316980733
2009-05-01,-0.34831194439842594
2009-06-01,-0.030992626726090267
2009-07-01,0.7070911613346768
2009-08-01,0.7070911613346768
2009-09-01,-0.34831194439842594
2009-10-01,0.9728954336959409
2009-11-01,0.3483119443984253
2009-12-01,0.030992626726089822
2010-01-01,-0.030992626726090267
2010-02-01,0.3483119443984253
2010-03-01,0.28298533169807283
2010-04-01,0.6293134513131327
2010-05-01,0.9728954336959409
2010-06-01,2.1318229642538755
2010-07-01,0.9728954336959409
2010-08-01,0.9728954336959409
2010-09-01,0.7070911613346768
2010-10-01,1.1968673980543945
2010-11-01,1.1968673980543945
2010-12-01,1.335388348483105
2011-01-01,0.7070911613346768
2011-02-01,0.6293134513131327
2011-03-01,0.48398663359034
2011-04-01,0.7894077433740975
2011-05-01,0.9728954336959409
2011-06-01,1.335388348483105
2011-07-01,2.1318229642538755
2011-08-01,2.1318229642538755
2011-09-01,0.7894077433740975
2011-10-01,0.7894077433740975
2011-11-01,0.15567612160303024
2011-12-01,-0.9728954336959409
2012-01-01,-1.3353883484831062
2012-02-01,-1.505661780548937
2012-03-01,-0.2829853316980733
2012-04-01,0.28298533169807283
2012-05-01,0.6293134513131327
2012-06-01,0.7070911613346768
2012-07-01,0.21887147111503524
2012-08-01,0.4151839393018655
2012-09-01,-0.2829853316980733
2012-10-01,-0.555177475052838
2012-11-01,0.28298533169807283
2012-12-01,0.9728954336959409
2013-01-01,0.4151839393018655
2013-02-01,-0.21887147111503547
2013-03-01,-1.505661780548937
2013-04-01,-1.505661780548937
2013-05-01,-0.7894077433740978
2013-06-01,-0.555177475052838
2013-07-01,-0.34831194439842594
2013-08-01,0.030992626726089822
2013-09-01,0.3483119443984253
2013-10-01,0.09313250990276134
2013-11-01,-0.2829853316980733
2013-12-01,-1.1968673980543945
2014-01-01,-1.505661780548937
2014-02-01,-1.3353883484831062
2014-03-01,-0.7070911613346773
2014-04-01,-0.15567612160303113
2014-05-01,-0.2829853316980733
2014-06-01,-0.48398663359034066
2014-07-01,-0.8774577368523062
2014-08-01,0.09313250990276134
2014-09-01,0.48398663359034
2014-10-01,-0.34831194439842594
2014-11-01,-0.48398663359034066
2014-12-01,0.7070911613346768
2015-01-01,-0.15567612160303113
2015-02-01,-0.15567612160303113
2015-03-01,-1.7359295623861235
2015-04-01,-1.0781253499132786
2015-05-01,-0.8774577368523062
2015-06-01,-0.2829853316980733
2015-07-01,-0.093132509902762
2015-08-01,-0.34831194439842594
2015-09-01,0.09313250990276134
2015-10-01,-0.48398663359034066
2015-11-01,0.09313250990276134
2015-12-01,0.28298533169807283
2016-01-01,0.7894077433740975
2016-02-01,0.030992626726089822
2016-03-01,0.3483119443984253
2016-04-01,-0.093132509902762
2016-05-01,0.48398663359034
2016-06-01,-0.21887147111503547
2016-07-01,-1.0781253499132786
2016-08-01,-1.3353883484831062
2016-09-01,-1.0781253499132786
2016-10-01,1.335388348483105
2016-11-01,0.7894077433740975
2016-12-01,0.9728954336959409
2017-01-01,1.1968673980543945
2017-02-01,1.7359295623861226
2017-03-01,1.335388348483105
2017-04-01,1.1968673980543945
2017-05-01,0.030992626726089822
2017-06-01,0.28298533169807283
2017-07-01,-0.9728954336959409
2017-08-01,-1.1968673980543945
2017-09-01,-1.1968673980543945
2017-10-01,-0.9728954336959409
2017-11-01,0.030992626726089822
2017-12-01,-1.0781253499132786
2018-01-01,-0.7070911613346773
2018-02-01,-1.1968673980543945
2018-03-01,-0.093132509902762
2018-04-01,0.09313250990276134
2018-05-01,0.7070911613346768
2018-06-01,0.3483119443984253
2018-07-01,-0.48398663359034066
2018-08-01,-0.48398663359034066
2018-09-01,-0.15567612160303113
2018-10-01,0.030992626726089822
2018-11-01,0.48398663359034
