date,standard_index_gamma
1997-05-01,-1.9078546330521542
1997-06-01,-1.0779438524666376
1997-07-01,-0.1535459271697026
1997-08-01,0.7679158090924211
1997-09-01,0.027315927403792628
1997-10-01,0.1328131144135456
1997-11-01,1.2376914679074678
1997-12-01,0.5828262138093945
1998-01-01,0.935165482893492
1998-02-01,2.196430253918245
1998-03-01,1.8674906638719757
1998-04-01,0.7104774867553303
1998-05-01,1.8701847915797847
1998-06-01,1.9338464372512072
1998-07-01,0.25841240487085115
1998-08-01,0.5240018703826799
1998-09-01,-0.11899629582244753
1998-10-01,0.20154088730906694
1998-11-01,0.4436148069272572
1998-12-01,0.014666748547924602
1999-01-01,0.0022280598880013436
1999-02-01,0.6078761862182587
1999-03-01,0.18372360477043514
1999-04-01,-0.4020758628689185
1999-05-01,-0.28982342952517937
1999-06-01,-0.8290541073709086
1999-07-01,0.1810093170718916
1999-08-01,2.3381643721540675
1999-09-01,2.038954650687355
1999-10-01,-0.9796355999731028
1999-11-01,-0.7269482179985987
1999-12-01,-1.8418596440145423
2000-01-01,-0.16393222505054572
2000-02-01,1.3359053852532148
2000-03-01,1.0564241709472721
2000-04-01,0.012583202477531641
2000-05-01,0.5754777981207322
2000-06-01,0.870200949350196
2000-07-01,-0.027247084030664448
2000-08-01,0.5240018703826799
2000-09-01,0.8245401512219072
2000-10-01,2.316458792276153
2000-11-01,1.7067639080353327
2000-12-01,-0.9729227586056548
2001-01-01,-0.7621431204984691
2001-02-01,-0.4587295606129551
2001-03-01,-0.5632410106194825
2001-04-01,0.3935359895116106
2001-05-01,0.5131309359401122
2001-06-01,-1.6057709604988095
2001-07-01,-0.23652758010075092
2001-08-01,0.5240018703826799
2001-09-01,0.463328204201235
2001-10-01,-0.048192810263511854
2001-11-01,0.23204189151197552
2001-12-01,0.882821815902209
2002-01-01,0.17101548401643663
2002-02-01,-0.7902510038882221
2002-03-01,-0.46062397882574646
2002-04-01,-0.29258943926727166
2002-05-01,-1.019576935137114
2002-06-01,-0.37324594570573244
2002-07-01,-0.6225875482329679
2002-08-01,0.5240018703826799
2002-09-01,-0.1675553012840909
2002-10-01,-1.110828095252784
2002-11-01,-0.09449088290358709
2002-12-01,0.8697627835141389
2003-01-01,-0.1787275713136276
2003-02-01,-1.467408371763769
2003-03-01,-1.080859166239065
2003-04-01,0.362253514058148
2003-05-01,0.8917755260245458
2003-06-01,-0.3866438035036186
2003-07-01,-0.6225875482329679
2003-08-01,1.5292513912908228
2003-09-01,1.1326779291922873
2003-10-01,-1.110828095252784
2003-11-01,-0.898783089929654
2003-12-01,0.41405046765758713
2004-01-01,0.06119696866682478
2004-02-01,-0.02241946187637578
2004-03-01,-0.18797036937818734
2004-04-01,-1.3419903599517182
2004-05-01,-2.20026113014067
2004-06-01,-1.2556884299002666
2004-07-01,-0.47983963378294403
2004-08-01,0.5240018703826799
2004-09-01,0.5121412912856962
2004-10-01,1.46519743541351
2004-11-01,1.0028115725965527
2004-12-01,0.06594939514645981
2005-01-01,0.5967712509253118
2005-02-01,0.46473736097097773
2005-03-01,0.4644114660968177
2005-04-01,0.5331236550534348
2005-05-01,0.22798145288491511
2005-06-01,0.7992004996010945
2005-07-01,0.7600865205216477
2005-08-01,0.7164348215292574
2005-09-01,0.7400219757932578
2005-10-01,-0.679905332957592
2005-11-01,-1.8986623113214471
2005-12-01,0.6660356739017272
2006-01-01,1.010212259526798
2006-02-01,-0.050768014908350256
2006-03-01,0.4416265340718095
2006-04-01,1.6272566039520138
2006-05-01,1.656797395849121
2006-06-01,0.2372201677346948
2006-07-01,-0.2589433970232946
2006-08-01,0.5240018703826799
2006-09-01,-0.1675553012840909
2006-10-01,-0.44622491329917846
2006-11-01,-0.608135203120344
2006-12-01,-0.21383034571212267
2007-01-01,-0.8408328881046596
2007-02-01,-0.23756543620161907
2007-03-01,-0.12218959093638149
2007-04-01,-0.716738820942739
2007-05-01,-0.45714453155660806
2007-06-01,-1.3431925127698081
2007-07-01,-0.6225875482329679
2007-08-01,0.5240018703826799
2007-09-01,0.696434328813648
2007-10-01,0.10353080465543596
2007-11-01,-0.7071978931345818
2007-12-01,-0.5231441623701762
2008-01-01,0.6004631685263051
2008-02-01,0.4629638783352372
2008-03-01,-1.407010488751094
2008-04-01,-3.347080668747986
2008-05-01,-1.8512080491612444
2008-06-01,-0.7545083976240139
2008-07-01,-0.6225875482329679
2008-08-01,0.5240018703826799
2008-09-01,-0.1675553012840909
2008-10-01,-0.29836097757843194
2008-11-01,-0.3507588501924388
2008-12-01,-0.5125481876563063
2009-01-01,-0.475190043472262
2009-02-01,0.14166690357310396
2009-03-01,0.16931808916762536
2009-04-01,-0.37354485243252644
2009-05-01,-0.02696390084293232
2009-06-01,0.6910704035585467
2009-07-01,0.35373373845893785
2009-08-01,0.5240018703826799
2009-09-01,0.6063752846265846
2009-10-01,1.084594580006513
2009-11-01,0.15683325556138672
2009-12-01,-0.5337859760861918
2010-01-01,0.3790705525889748
2010-02-01,0.46916573033018616
2010-03-01,-0.03592511047660385
2010-04-01,0.6308039427888041
2010-05-01,1.2785618931559575
2010-06-01,0.5026243935478234
2010-07-01,-0.3854227086953448
2010-08-01,0.5240018703826799
2010-09-01,-0.1675553012840909
2010-10-01,1.2484470786645514
2010-11-01,1.5251143761830468
2010-12-01,1.5076972347375457
2011-01-01,0.3570516682200662
2011-02-01,-0.2244277130830803
2011-03-01,1.0475443858256919
2011-04-01,0.6667835132645835
2011-05-01,-0.35336702920033813
2011-06-01,1.4982037260617376
2011-07-01,2.4578330821068284
2011-08-01,0.5240018703826799
2011-09-01,-0.1675553012840909
2011-10-01,0.7068844047427008
2011-11-01,0.07123694519360124
2011-12-01,-2.4286437129864105
2012-01-01,-1.3962189755355026
2012-02-01,-0.9343292456908942
2012-03-01,-0.28444937009752147
2012-04-01,0.8582807201693532
2012-05-01,0.6257717870796218
2012-06-01,-0.5242036102644934
2012-07-01,0.5435956049831276
2012-08-01,0.7164348215292574
2012-09-01,-0.06144201780392722
2012-10-01,-0.10125323404889275
2012-11-01,0.3323170171722891
2012-12-01,1.3820481901253894
2013-01-01,0.38106365939042575
2013-02-01,-1.7276895821700702
2013-03-01,-1.5720665636052393
2013-04-01,-0.5238338379615648
2013-05-01,-0.7279719349773276
2013-06-01,-0.5242036102644914
2013-07-01,0.2830183145074159
2013-08-01,0.5240018703826799
2013-09-01,1.647494747362778
2013-10-01,-0.376091271598439
2013-11-01,-0.575162216859233
2013-12-01,-1.4492787184391618
2014-01-01,-2.5618293970442267
2014-02-01,-0.7230879169716957
2014-03-01,0.21348759683764085
2014-04-01,0.23421914892124884
2014-05-01,-0.2729381606441599
2014-06-01,-1.1787930130849542
2014-07-01,-0.33143832071551493
2014-08-01,0.658149511851266
2014-09-01,1.203452592166065
2014-10-01,-0.31584569271494245
2014-11-01,-0.3927734459740646
2014-12-01,1.185726572746952
2015-01-01,0.10236241836849813
2015-02-01,-1.1869247572823594
2015-03-01,-1.0576831525206634
2015-04-01,-0.6751337891673496
2015-05-01,0.011071082052944048
2015-06-01,-0.48601607844020744
2015-07-01,-0.414713728435526
2015-08-01,0.5240018703826799
2015-09-01,-0.1675553012840909
2015-10-01,-0.25295667935872124
2015-11-01,0.3527526076432532
2015-12-01,0.6112762555636642
2016-01-01,0.748856097997439
2016-02-01,0.05530451752409982
2016-03-01,0.10720583791426264
2016-04-01,0.9052111961846221
2016-05-01,0.18787158173897978
2016-06-01,-0.9899074616862826
2016-07-01,-0.6225875482329679
2016-08-01,0.5240018703826799
2016-09-01,-0.1675553012840909
2016-10-01,1.7917343946509723
2016-11-01,1.5309091939986437
2016-12-01,0.24506198113235622
2017-01-01,1.2940478629327914
2017-02-01,1.8126555893874512
2017-03-01,1.000062131079234
2017-04-01,0.4010141822784421
2017-05-01,0.44510776975074906
2017-06-01,-0.5722350693887341
2017-07-01,0.35373373845894385
2017-08-01,0.6581495118512747
2017-09-01,-0.09061049726335701
2017-10-01,-0.6799053329575874
2017-11-01,0.12199901200302876
2017-12-01,-1.1027648404428823
2018-01-01,-0.8374931233382112
2018-02-01,-0.6071398907541503
2018-03-01,-0.12760177901395564
2018-04-01,0.9212060115641292
2018-05-01,0.5702060355812175
2018-06-01,-0.47856320353963144
2018-07-01,-0.6225875482329679
2018-08-01,0.5240018703826799
2018-09-01,-0.1675553012840909
2018-10-01,-0.1931958753550218
2018-11-01,1.1351898021805389
2018-12-01,0.6183492462260487
2019-01-01,-0.14556709097760856
2019-02-01,0.7099740734074732
2019-03-01,1.0749916462497442
2019-04-01,0.27897573023705124
2019-05-01,0.7843719425413596
2019-06-01,1.5518309909753816
2019-07-01,-0.6225875482329679
2019-08-01,0.5240018703826799
2019-09-01,1.4037205618156796
2019-10-01,-0.47960424116720457
2019-11-01,-1.10741222492235
2019-12-01,0.6757662750262586
2020-01-01,0.13745514784491508
2020-02-01,-1.9400868758376015
2020-03-01,-0.7790585872359834
2020-04-01,0.5069666434661884
2020-05-01,0.4655686435611115
2020-06-01,-0.006640138148095387
2020-07-01,-0.6225875482329679
2020-08-01,0.5240018703826799
2020-09-01,-0.1675553012840909
2020-10-01,-1.110828095252784
2020-11-01,-0.876796787039953
2020-12-01,-0.41713317732665467
